Date,RSXFS,INDPRO,UMCSENT,CPIAUCSL,DFF,UNRATE,GDPC1,Close_AAPL,Close_GOOGL,Close_MSFT,Close_BABA,Close_WMT
2019-09-05,452230.0,102.4601,93.2,256.43,2.13,3.5,,53.31999969482420,60.609500885009800,140.0500030517580,178.94000244140600,37.473331451416000
2019-09-06,452230.0,102.4601,93.2,256.43,2.12,3.5,,53.314998626709000,60.31600189208980,139.10000610351600,176.69000244140600,37.573333740234400
2019-09-07,452230.0,102.4601,93.2,256.43,2.12,3.5,,,,,,38.026668548584000
2019-09-08,452230.0,102.4601,93.2,256.43,2.12,3.5,,,,,,38.086666107177700
2019-09-09,452230.0,102.4601,93.2,256.43,2.13,3.5,,53.54249954223630,60.26350021362310,137.52000427246100,177.77999877929700,38.21333312988280
2019-09-10,452230.0,102.4601,93.2,256.43,2.13,3.5,,54.17499923706060,60.28499984741210,136.0800018310550,174.99000549316400,38.63666534423830
2019-09-11,452230.0,102.4601,93.2,256.43,2.13,3.5,,55.897499084472700,61.0,136.1199951171880,176.08999633789100,38.47999954223630
2019-09-12,452230.0,102.4601,93.2,256.43,2.13,3.5,,55.772499084472700,61.74850082397460,137.52000427246100,178.24000549316400,38.24333190917970
2019-09-13,452230.0,102.4601,93.2,256.43,2.14,3.5,,54.6875,62.00149917602540,137.32000732421900,179.1699981689450,38.776668548584000
2019-09-14,452230.0,102.4601,93.2,256.43,2.14,3.5,,,,,,38.68333435058590
2019-09-15,452230.0,102.4601,93.2,256.43,2.14,3.5,,,,,,38.67333221435550
2019-09-16,452230.0,102.4601,93.2,256.43,2.25,3.5,,54.974998474121100,61.58150100708010,136.3300018310550,177.07000732421900,38.973331451416000
2019-09-17,452230.0,102.4601,93.2,256.43,2.3,3.5,,55.17499923706060,61.49399948120120,137.38999938964800,179.0,39.143333435058600
2019-09-18,452230.0,102.4601,93.2,256.43,2.25,3.5,,55.692501068115200,61.63249969482420,138.52000427246100,180.0,38.52333450317380
2019-09-19,452230.0,102.4601,93.2,256.43,1.9,3.5,,55.2400016784668,61.9375,141.07000732421900,180.4600067138670,38.836666107177700
2019-09-20,452230.0,102.4601,93.2,256.43,1.9,3.5,,54.432498931884800,61.492000579834000,139.44000244140600,182.5099945068360,39.0533332824707
2019-09-21,452230.0,102.4601,93.2,256.43,1.9,3.5,,,,,,39.03666687011720
2019-09-22,452230.0,102.4601,93.2,256.43,1.9,3.5,,,,,,38.99333190917970
2019-09-23,452230.0,102.4601,93.2,256.43,1.9,3.5,,54.68000030517580,61.734500885009800,139.13999938964800,176.97999572753900,39.206668853759800
2019-09-24,452230.0,102.4601,93.2,256.43,1.9,3.5,,54.41999816894530,60.916500091552700,137.3800048828130,171.5500030517580,39.46666717529300
2019-09-25,452230.0,102.4601,93.2,256.43,1.9,3.5,,55.25749969482420,62.297000885009800,139.36000061035200,176.66000366210900,39.4900016784668
2019-09-26,452230.0,102.4601,93.2,256.43,1.85,3.5,,54.97249984741210,62.114498138427700,139.5399932861330,175.0,39.43333435058590
2019-09-27,452230.0,102.4601,93.2,256.43,1.83,3.5,,54.70500183105470,61.29750061035160,137.72999572753900,165.97999572753900,39.483333587646500
2019-09-28,452230.0,102.4601,93.2,256.43,1.83,3.5,,,,,,39.560001373291000
2019-09-29,452230.0,102.4601,93.2,256.43,1.83,3.5,,,,,,39.28333282470700
2019-09-30,452230.0,102.4601,93.2,256.43,1.9,3.5,,55.99250030517580,61.05699920654300,139.02999877929700,167.22999572753900,38.706668853759800
2019-10-01,453365.0,101.5878,95.5,257.155,1.88,3.6,20951.088,56.147499084472700,60.29999923706060,137.07000732421900,165.14999389648400,38.77000045776370
2019-10-02,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,54.7400016784668,58.895999908447300,134.64999389648400,165.77000427246100,39.38666534423830
2019-10-03,453365.0,101.5878,95.5,257.155,1.83,3.6,20951.088,55.20500183105470,59.47150039672850,136.27999877929700,169.47999572753900,39.07666778564450
2019-10-04,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,56.752498626709000,60.54800033569340,138.1199951171880,170.33999633789100,39.19333267211910
2019-10-05,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,,,,,39.643333435058600
2019-10-06,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,,,,,39.869998931884800
2019-10-07,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,56.76499938964840,60.412498474121100,137.1199951171880,168.32000732421900,40.08000183105470
2019-10-08,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,56.099998474121100,59.506500244140600,135.6699981689450,161.92999267578100,39.723331451416000
2019-10-09,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,56.75749969482420,60.119998931884800,138.24000549316400,165.19000244140600,39.84333419799810
2019-10-10,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,57.522499084472700,60.4734992980957,139.10000610351600,166.07000732421900,39.80666732788090
2019-10-11,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,59.0525016784668,60.785499572753900,139.67999267578100,172.94000244140600,39.9466667175293
2019-10-12,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,,,,,39.71333312988280
2019-10-13,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,,,,,39.913333892822300
2019-10-14,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,58.967498779296900,60.88850021362310,139.5500030517580,171.16000366210900,39.86000061035160
2019-10-15,453365.0,101.5878,95.5,257.155,1.9,3.6,20951.088,58.83000183105470,62.11199951171880,141.57000732421900,175.2899932861330,39.78333282470700
2019-10-16,453365.0,101.5878,95.5,257.155,1.9,3.6,20951.088,58.592498779296900,62.150001525878900,140.41000366210900,177.1199951171880,39.70000076293950
2019-10-17,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,58.81999969482420,62.63999938964840,139.69000244140600,176.85000610351600,39.68000030517580
2019-10-18,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,59.102500915527300,62.22050094604490,137.41000366210900,169.1300048828130,39.7400016784668
2019-10-19,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,,,,,39.04999923706060
2019-10-20,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,,,,,39.366668701171900
2019-10-21,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,60.127498626709000,62.2140007019043,138.42999267578100,173.52000427246100,39.086666107177700
2019-10-22,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,59.9900016784668,62.060001373291000,136.3699951171880,169.88999938964800,39.206668853759800
2019-10-23,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,60.79499816894530,62.881500244140600,137.24000549316400,169.9199981689450,39.189998626709000
2019-10-24,453365.0,101.5878,95.5,257.155,1.85,3.6,20951.088,60.89500045776370,62.95550155639650,139.94000244140600,172.5500030517580,39.619998931884800
2019-10-25,453365.0,101.5878,95.5,257.155,1.83,3.6,20951.088,61.64500045776370,63.21500015258790,140.72999572753900,174.30999755859400,39.83333206176760
2019-10-26,453365.0,101.5878,95.5,257.155,1.83,3.6,20951.088,,,,,40.07666778564450
2019-10-27,453365.0,101.5878,95.5,257.155,1.83,3.6,20951.088,,,,,39.813331604003900
2019-10-28,453365.0,101.5878,95.5,257.155,1.83,3.6,20951.088,62.26250076293950,64.4489974975586,144.19000244140600,178.67999267578100,39.68000030517580
2019-10-29,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,60.8224983215332,63.03300094604490,142.8300018310550,176.88999938964800,39.706668853759800
2019-10-30,453365.0,101.5878,95.5,257.155,1.82,3.6,20951.088,60.814998626709000,63.03499984741210,144.61000061035200,177.52999877929700,40.32666778564450
2019-10-31,453365.0,101.5878,95.5,257.155,1.58,3.6,20951.088,62.189998626709000,62.939998626709000,143.3699951171880,176.6699981689450,40.21666717529300
2019-11-01,456587.0,102.1494,96.8,257.879,1.57,3.6,20951.088,63.95500183105470,63.61249923706060,143.72000122070300,176.4600067138670,39.62333297729490
2019-11-02,456587.0,102.1494,96.8,257.879,1.57,3.6,20951.088,,,,,40.08333206176760
2019-11-03,456587.0,102.1494,96.8,257.879,1.57,3.6,20951.088,,,,,39.96333312988280
2019-11-04,456587.0,102.1494,96.8,257.879,1.56,3.6,20951.088,64.375,64.48049926757810,144.5500030517580,179.69000244140600,39.709999084472700
2019-11-05,456587.0,102.1494,96.8,257.879,1.56,3.6,20951.088,64.28250122070310,64.5719985961914,144.4600067138670,182.0,39.95333480834960
2019-11-06,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,64.30999755859380,64.55049896240230,144.05999755859400,184.16000366210900,39.78666687011720
2019-11-07,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,64.85749816894530,65.34700012207030,144.25999450683600,186.66000366210900,39.63999938964840
2019-11-08,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,65.03500366210940,65.44999694824220,145.9600067138670,187.16000366210900,39.72999954223630
2019-11-09,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,,,,,39.586666107177700
2019-11-10,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,,,,,39.6966667175293
2019-11-11,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,65.55000305175780,64.91400146484380,146.11000061035200,186.7100067138670,39.7599983215332
2019-11-12,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,65.48999786376950,64.8604965209961,147.07000732421900,186.97000122070300,39.55666732788090
2019-11-13,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,66.11750030517580,64.80899810791020,147.30999755859400,182.47999572753900,39.563331604003900
2019-11-14,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,65.66000366210940,65.4574966430664,148.05999755859400,182.8000030517580,39.5533332824707
2019-11-15,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,66.44000244140630,66.677001953125,149.97000122070300,185.4900054931640,39.926666259765600
2019-11-16,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,,,,,39.78666687011720
2019-11-17,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,,,,,39.71333312988280
2019-11-18,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,66.7750015258789,65.99199676513670,150.33999633789100,184.61000061035200,39.66666793823240
2019-11-19,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,66.57250213623050,65.62950134277340,150.38999938964800,185.25,39.91999816894530
2019-11-20,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,65.79750061035160,65.09300231933590,149.6199951171880,182.3500061035160,40.0966682434082
2019-11-21,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,65.50250244140630,65.00700378417970,149.47999572753900,184.86000061035200,40.18000030517580
2019-11-22,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,65.44499969482420,64.68350219726560,149.58999633789100,186.77999877929700,40.426666259765600
2019-11-23,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,,,,,39.95333480834960
2019-11-24,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,,,,,40.026668548584000
2019-11-25,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,66.59249877929690,65.28199768066410,151.22999572753900,190.4499969482420,40.0966682434082
2019-11-26,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,66.07250213623050,65.6500015258789,152.02999877929700,194.6999969482420,39.676666259765600
2019-11-27,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,66.95999908447270,65.60649871826170,152.32000732421900,200.82000732421900,39.836666107177700
2019-11-28,456587.0,102.1494,96.8,257.879,1.55,3.6,20951.088,,,,,39.84000015258790
2019-11-29,456587.0,102.1494,96.8,257.879,1.56,3.6,20951.088,66.8125,65.20449829101560,151.3800048828130,200.0,39.86333465576170
2019-11-30,456587.0,102.1494,96.8,257.879,1.56,3.6,20951.088,,,,,39.79999923706060
2019-12-01,457253.0,101.9421,99.3,258.63,1.56,3.6,20951.088,,,,,39.61333465576170
2019-12-02,457253.0,101.9421,99.3,258.63,1.56,3.6,20951.088,66.04000091552730,64.44300079345700,149.5500030517580,196.30999755859400,39.64666748046880
2019-12-03,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,64.86250305175780,64.73699951171880,149.30999755859400,194.8999938964840,39.29666519165040
2019-12-04,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,65.43499755859380,65.9469985961914,149.85000610351600,193.7400054931640,39.21666717529300
2019-12-05,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,66.3949966430664,66.3479995727539,149.92999267578100,200.0,38.85333251953130
2019-12-06,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,67.67749786376950,66.96949768066410,151.75,201.88999938964800,38.720001220703100
2019-12-07,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,39.119998931884800
2019-12-08,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,38.793331146240200
2019-12-09,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,66.7300033569336,67.14949798583980,151.36000061035200,198.7400054931640,38.62666702270510
2019-12-10,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,67.12000274658200,67.14450073242190,151.1300048828130,200.4499969482420,38.72666549682620
2019-12-11,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,67.69249725341800,67.2125015258789,151.6999969482420,204.63999938964800,38.426666259765600
2019-12-12,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,67.86499786376950,67.42449951171880,153.24000549316400,204.5,38.633331298828100
2019-12-13,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,68.7874984741211,67.34349822998050,154.52999877929700,204.91000366210900,38.31999969482420
2019-12-14,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,38.529998779296900
2019-12-15,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,38.70000076293950
2019-12-16,457253.0,101.9421,99.3,258.63,1.56,3.6,20951.088,69.96499633789060,68.03500366210940,155.52999877929700,206.97000122070300,38.60333251953130
2019-12-17,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,70.10250091552730,67.74449920654300,154.69000244140600,208.17999267578100,38.12333297729490
2019-12-18,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,69.93499755859380,67.59549713134770,154.3699951171880,210.0,38.619998931884800
2019-12-19,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,70.00499725341800,67.8219985961914,155.7100067138670,210.1300048828130,38.866668701171900
2019-12-20,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,69.86000061035160,67.56099700927730,157.41000366210900,212.25,38.630001068115200
2019-12-21,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,38.86000061035160
2019-12-22,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,38.163333892822300
2019-12-23,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,71.0,67.53150177001950,157.41000366210900,214.8300018310550,38.09000015258790
2019-12-24,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,71.06749725341800,67.22149658203130,157.3800048828130,214.2599945068360,38.42333221435550
2019-12-25,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,38.936668395996100
2019-12-26,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,72.47750091552730,68.12349700927730,158.6699981689450,216.3800048828130,38.77000045776370
2019-12-27,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,72.44999694824220,67.73200225830080,158.9600067138670,215.47000122070300,38.81666564941410
2019-12-28,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,38.41666793823240
2019-12-29,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,,,,,38.46666717529300
2019-12-30,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,72.87999725341800,66.9854965209961,157.58999633789100,212.91000366210900,38.616668701171900
2019-12-31,457253.0,101.9421,99.3,258.63,1.55,3.6,20951.088,73.4124984741211,66.96949768066410,157.6999969482420,212.1000061035160,39.14666748046880
2020-01-01,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,,,,,39.29666519165040
2020-01-02,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,75.0875015258789,68.43399810791020,160.6199951171880,219.77000427246100,39.87666702270510
2020-01-03,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,74.35749816894530,68.07599639892580,158.6199951171880,217.0,39.22666549682620
2020-01-04,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,,,,,39.22999954223630
2020-01-05,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,,,,,39.526668548584000
2020-01-06,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,74.94999694824220,69.8905029296875,159.02999877929700,216.63999938964800,38.77333450317380
2020-01-07,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,74.59750366210940,69.75550079345700,157.5800018310550,217.6300048828130,38.130001068115200
2020-01-08,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,75.79750061035160,70.25199890136720,160.08999633789100,218.0,37.926666259765600
2020-01-09,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,77.40750122070310,70.989501953125,162.08999633789100,221.77999877929700,36.79999923706060
2020-01-10,456420.0,101.3372,99.8,258.906,1.54,3.6,20665.553,77.5824966430664,71.447998046875,161.33999633789100,223.8300018310550,35.893333435058600
2020-01-11,456420.0,101.3372,99.8,258.906,1.54,3.6,20665.553,,,,,38.62666702270510
2020-01-12,456420.0,101.3372,99.8,258.906,1.54,3.6,20665.553,,,,,37.63666534423830
2020-01-13,456420.0,101.3372,99.8,258.906,1.54,3.6,20665.553,79.23999786376950,72.00150299072270,163.27999877929700,230.47999572753900,38.92333221435550
2020-01-14,456420.0,101.3372,99.8,258.906,1.54,3.6,20665.553,78.16999816894530,71.52950286865230,162.1300048828130,226.4900054931640,38.63999938964840
2020-01-15,456420.0,101.3372,99.8,258.906,1.54,3.6,20665.553,77.83499908447270,71.95999908447270,163.17999267578100,225.05999755859400,39.07666778564450
2020-01-16,456420.0,101.3372,99.8,258.906,1.54,3.6,20665.553,78.80999755859380,72.50800323486330,166.1699981689450,223.94000244140600,39.0533332824707
2020-01-17,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,79.68250274658200,73.97599792480470,167.10000610351600,227.42999267578100,39.93000030517580
2020-01-18,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,,,,,38.143333435058600
2020-01-19,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,,,,,34.68333435058590
2020-01-20,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,,,,,38.03333282470700
2020-01-21,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,79.14250183105470,74.11250305175780,166.5,222.2599945068360,35.586666107177700
2020-01-22,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,79.42500305175780,74.19349670410160,165.6999969482420,222.3699951171880,39.753334045410200
2020-01-23,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,79.80750274658200,74.2344970703125,166.72000122070300,219.1300048828130,40.86000061035160
2020-01-24,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,79.57749938964840,73.30850219726560,165.0399932861330,213.75,39.81666564941410
2020-01-25,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,,,,,37.9900016784668
2020-01-26,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,,,,,38.09333419799810
2020-01-27,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,77.23750305175780,71.58650207519530,162.27999877929700,205.47000122070300,38.34333419799810
2020-01-28,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,79.42250061035160,72.5250015258789,165.4600067138670,210.22999572753900,36.46666717529300
2020-01-29,456420.0,101.3372,99.8,258.906,1.55,3.6,20665.553,81.08499908447270,72.83499908447270,168.0399932861330,212.02000427246100,36.606666564941400
2020-01-30,456420.0,101.3372,99.8,258.906,1.6,3.6,20665.553,80.96749877929690,72.7125015258789,172.77999877929700,208.5800018310550,36.526668548584000
2020-01-31,456420.0,101.3372,99.8,258.906,1.59,3.6,20665.553,77.37750244140630,71.63899993896480,170.22999572753900,206.58999633789100,38.39666748046880
2020-02-01,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,,,,,37.87333297729490
2020-02-02,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,,,,,38.04666519165040
2020-02-03,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,77.16500091552730,74.12999725341800,174.3800048828130,213.1000061035160,39.54999923706060
2020-02-04,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,79.7125015258789,72.27050018310550,180.1199951171880,222.8800048828130,39.82666778564450
2020-02-05,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,80.36250305175780,72.30249786376950,179.89999389648400,220.22000122070300,42.02333450317380
2020-02-06,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,81.30249786376950,73.79850006103520,183.6300048828130,220.8999938964840,40.663333892822300
2020-02-07,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,80.00749969482420,73.95549774169920,183.88999938964800,216.52999877929700,40.61333465576170
2020-02-08,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,,,,,40.599998474121100
2020-02-09,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,,,,,41.766666412353500
2020-02-10,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,80.38749694824220,75.43299865722660,188.6999969482420,215.77000427246100,43.0
2020-02-11,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,79.90249633789060,75.50299835205080,184.44000244140600,217.2100067138670,42.91999816894530
2020-02-12,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,81.80000305175780,75.93150329589840,184.7100067138670,224.30999755859400,44.11000061035160
2020-02-13,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,81.21749877929690,75.66950225830080,183.7100067138670,220.36000061035200,44.040000915527300
2020-02-14,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,81.23750305175780,75.9365005493164,185.3500061035160,219.6300048828130,43.28333282470700
2020-02-15,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,,,,,43.06999969482420
2020-02-16,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,,,,,43.86333465576170
2020-02-17,456401.0,101.6718,101.0,259.246,1.58,3.5,20665.553,,,,,42.84333419799810
2020-02-18,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,79.75,75.97200012207030,187.22999572753900,220.52000427246100,43.14666748046880
2020-02-19,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,80.90499877929690,76.24349975585940,187.27999877929700,222.13999938964800,42.766666412353500
2020-02-20,456401.0,101.6718,101.0,259.246,1.59,3.5,20665.553,80.07499694824220,75.84950256347660,184.4199981689450,218.0399932861330,42.66666793823240
