Datetime,Open,High,Low,Close,Adj Close,Volume,AAPL,MSFT,GOOGL,META,WMT,BABA,SMA_20,SMA_50,MACD,MACD_Signal,MACD_Hist,RSI,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,Interest_Rate,Inflation_Rate,GDP_Growth,Unemployment_Rate,Revenue,Net_Income,Gross_Profit,Total_Debt,Operating_Cash_Flow
2023-07-12 12:30:00-04:00,129.24000549316406,130.07000732421875,129.1999969482422,130.0399932861328,130.0399932861328,4036170,189.86000061035156,337.8949890136719,119.06849670410156,306.6300048828125,51.75666809082031,94.76000213623047,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-12 13:30:00-04:00,130.0399932861328,130.6199951171875,130.02999877929688,130.59249877929688,130.59249877929688,4099126,190.33999633789062,338.4685974121094,119.23999786376953,307.19000244140625,51.71833419799805,94.72000122070312,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-12 14:30:00-04:00,130.58599853515625,130.77000427246094,130.3126983642578,130.5449981689453,130.5449981689453,4749090,189.86000061035156,337.25,118.83000183105469,308.2900085449219,51.64666748046875,94.34700012207031,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-12 15:30:00-04:00,130.55999755859375,131.07000732421875,130.47500610351562,130.85000610351562,130.85000610351562,5833063,189.80999755859375,337.4100036621094,118.97250366210938,309.3599853515625,51.68666458129883,94.06999969482422,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-13 09:30:00-04:00,134.0399932861328,134.6699981689453,132.97000122070312,132.9990997314453,132.9990997314453,20527081,189.97999572753906,339.8900146484375,122.95500183105469,310.7799987792969,51.40999984741211,95.03009796142578,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,83.88740532649257,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-13 10:30:00-04:00,132.99850463867188,133.8300018310547,132.7100067138672,133.27000427246094,133.27000427246094,8141932,190.1699981689453,340.92498779296875,124.27999877929688,312.0032043457031,51.41999816894531,96.12000274658203,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,84.69841083184758,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-13 11:30:00-04:00,133.25999450683594,133.8000030517578,133.05819702148438,133.64500427246094,133.64500427246094,4147655,190.6750030517578,341.5199890136719,124.29930114746094,314.3900146484375,51.49666976928711,95.81999969482422,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,85.7664134854929,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-13 12:30:00-04:00,133.63499450683594,134.35000610351562,133.55999755859375,134.2899932861328,134.2899932861328,4942395,190.6649932861328,340.95001220703125,124.18000030517578,314.70001220703125,51.473331451416016,96.37999725341797,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,87.3959086276802,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-13 13:30:00-04:00,134.2808074951172,134.58999633789062,134.00999450683594,134.0449981689453,134.0449981689453,4349824,190.5800018310547,341.75,124.43000030517578,314.17999267578125,51.516666412353516,96.45999908447266,,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,83.48621013934462,,,,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-13 14:30:00-04:00,134.04249572753906,134.50999450683594,133.86000061035156,134.3574981689453,134.3574981689453,5440125,190.89500427246094,343.12799072265625,124.20500183105469,314.010009765625,51.44166564941406,96.69499969482422,130.6754493713379,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,84.44225047527473,126.31022256898923,130.6754493713379,135.04067617368653,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-13 15:30:00-04:00,134.35000610351562,134.5500030517578,134.1999969482422,134.27999877929688,134.27999877929688,5495829,190.5399932861328,342.69000244140625,124.5199966430664,313.3999938964844,51.366668701171875,96.62999725341797,130.95594940185546,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,83.15649441917265,126.42442952996817,130.95594940185546,135.48746927374276,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-14 09:30:00-04:00,134.05999755859375,135.99000549316406,134.05999755859375,135.67999267578125,135.67999267578125,13656417,190.85000610351562,350.4798889160156,126.16999816894531,312.6099853515625,51.34000015258789,95.12000274658203,131.32244873046875,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,87.00565285587136,126.51594124646691,131.32244873046875,136.12895621447058,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-14 10:30:00-04:00,135.6999969482422,136.64999389648438,135.30999755859375,136.25,136.25,8946398,190.36000061035156,349.44000244140625,125.61499786376953,313.17999267578125,51.366668701171875,95.73999786376953,131.7059539794922,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,88.18911586783284,126.62008716832344,131.7059539794922,136.79182079066095,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-14 11:30:00-04:00,136.2550048828125,136.4250030517578,135.4949951171875,135.64950561523438,135.64950561523438,4378488,189.9499969482422,347.4200134277344,124.92720031738281,312.3399963378906,51.31333541870117,95.0199966430664,132.06192932128906,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,79.93017794194068,126.91876404501205,132.06192932128906,137.20509459756607,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-14 12:30:00-04:00,135.63999938964844,135.98500061035156,135.30999755859375,135.52999877929688,135.52999877929688,5433748,190.01499938964844,346.67999267578125,125.12999725341797,312.6600036621094,51.483333587646484,94.95999908447266,132.4259292602539,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,78.3574344304104,127.38395490888632,132.4259292602539,137.46790361162147,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-14 13:30:00-04:00,135.53500366210938,135.91000366210938,134.75999450683594,134.81500244140625,134.81500244140625,5142920,190.19000244140625,346.1300048828125,124.9749984741211,310.82818603515625,51.429996490478516,94.69509887695312,132.74542922973632,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,69.54116530723816,127.954475622607,132.74542922973632,137.5363828368656,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-14 14:30:00-04:00,134.82000732421875,135.14999389648438,134.50999450683594,134.60000610351562,134.60000610351562,5302566,190.27499389648438,345.1300048828125,125.31999969482422,308.4798889160156,51.50666809082031,94.58000183105469,133.03692932128905,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,67.09651620470045,128.54911943113885,133.03692932128905,137.52473921143925,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-14 15:30:00-04:00,134.61000061035156,134.77000427246094,134.42999267578125,134.6999969482422,134.6999969482422,5539631,190.72999572753906,345.3699951171875,125.47000122070312,308.9200134277344,51.55666732788086,94.56999969482422,133.26817932128907,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,67.66582798361262,128.9409306029932,133.26817932128907,137.59542803958493,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-17 09:30:00-04:00,134.55999755859375,135.6199951171875,133.3800048828125,134.0500030517578,134.0500030517578,13525468,192.76499938964844,343.8800048828125,125.41500091552734,305.93499755859375,51.5433349609375,93.30000305175781,133.4716796875,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,60.35516967455313,129.40729150799933,133.4716796875,137.53606786700067,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-17 10:30:00-04:00,134.05999755859375,134.27000427246094,133.6199951171875,134.0,134.0,5754143,193.0050048828125,345.3053894042969,125.01000213623047,306.1499938964844,51.55999755859375,92.25,133.7094299316406,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,59.81973867383495,130.13507648822662,133.7094299316406,137.2837833750546,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-17 11:30:00-04:00,134.0001983642578,134.08999633789062,133.3800048828125,133.45989990234375,133.45989990234375,4576331,192.75,345.4800109863281,124.32499694824219,308.0801086425781,51.5333366394043,92.95999908447266,133.88042526245118,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,54.22416826239741,130.72154177079872,133.88042526245118,137.03930875410364,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-17 12:30:00-04:00,133.4499969482422,133.8300018310547,133.2100067138672,133.28990173339844,133.28990173339844,4219921,193.0800018310547,345.79998779296875,124.66000366210938,308.94500732421875,51.52333450317383,92.8729019165039,134.01529541015626,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,52.55772295009766,131.22004290227545,134.01529541015626,136.81054791803706,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-17 13:30:00-04:00,133.2899932861328,133.88999938964844,133.2899932861328,133.76499938964844,133.76499938964844,3528658,193.6649932861328,346.25,125.11000061035156,310.5400085449219,51.586666107177734,93.0199966430664,134.1762954711914,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,56.57440344903311,131.87115132487304,134.1762954711914,136.48143961750975,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-17 14:30:00-04:00,133.7689971923828,133.86000061035156,133.3350067138672,133.85499572753906,133.85499572753906,4215542,194.14999389648438,346.20001220703125,124.80259704589844,310.6600036621094,51.64500045776367,93.07499694824219,134.32654495239257,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,57.311691744376795,132.5855118043875,134.32654495239257,136.06757810039764,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-17 15:30:00-04:00,133.85000610351562,134.0,133.3699951171875,133.5500030517578,133.5500030517578,6143777,193.97999572753906,345.739990234375,124.6500015258789,310.6099853515625,51.61333084106445,93.41000366210938,134.3540901184082,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,53.96763100869132,132.68186322604754,134.3540901184082,136.02631701076888,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-18 09:30:00-04:00,132.7100067138672,132.7100067138672,131.35499572753906,131.8699951171875,131.8699951171875,15207337,192.98500061035156,343.3699951171875,123.19049835205078,309.8299865722656,51.733333587646484,92.19010162353516,134.28408966064453,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,40.09099090102403,132.34093766094736,134.28408966064453,136.2272416603417,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-18 10:30:00-04:00,131.86940002441406,132.43499755859375,131.7899932861328,132.1300048828125,132.1300048828125,5148493,193.14500427246094,344.1600036621094,123.29000091552734,310.0299987792969,51.83333206176758,91.41500091552734,134.2083396911621,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,42.55295477829764,132.06376101884433,134.2083396911621,136.3529183634799,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-18 11:30:00-04:00,132.1300048828125,132.89999389648438,131.74000549316406,132.52000427246094,132.52000427246094,5779818,192.7050018310547,364.0799865722656,123.27999877929688,310.79998779296875,51.551666259765625,90.9749984741211,134.1198402404785,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,46.129004063995055,131.85342216210705,134.1198402404785,136.38625831884997,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-18 12:30:00-04:00,132.50999450683594,133.3699951171875,132.2899932861328,133.0458984375,133.0458984375,4865495,192.93499755859375,363.7300109863281,123.5,312.79998779296875,51.51499938964844,90.58999633789062,134.06988525390625,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,50.59507062104428,131.75553462460698,134.06988525390625,136.38423588320552,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-18 13:30:00-04:00,133.0449981689453,133.86000061035156,133.0,133.7960968017578,133.7960968017578,5318954,193.75999450683594,364.1600036621094,124.30999755859375,313.1000061035156,51.52439880371094,90.84940338134766,134.04181518554688,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,56.1764345230564,131.72848103201142,134.04181518554688,136.35514933908235,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-18 14:30:00-04:00,133.7899932861328,133.83670043945312,133.2698974609375,133.55990600585938,133.55990600585938,4368330,193.94000244140625,362.239990234375,123.87999725341797,311.8900146484375,51.43499755859375,91.15499877929688,134.005810546875,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,54.10404525701619,131.6860194837581,134.005810546875,136.32560160999193,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-18 15:30:00-04:00,133.5500030517578,133.65499877929688,132.6699981689453,132.85000610351562,132.85000610351562,6140251,193.72999572753906,359.5249938964844,123.7699966430664,312.0199890136719,51.529998779296875,91.19999694824219,133.86431121826172,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,48.33270007140074,131.62646806946125,133.86431121826172,136.10215436706218,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-19 09:30:00-04:00,133.38999938964844,135.3988037109375,132.52999877929688,135.02000427246094,135.02000427246094,15458371,192.77999877929688,357.69000244140625,123.83999633789062,312.9700012207031,51.46500015258789,93.16000366210938,133.80281143188478,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,61.76053639083086,131.7726301202335,133.80281143188478,135.83299274353607,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-19 10:30:00-04:00,135.02000427246094,135.32000732421875,134.4600067138672,135.02999877929688,135.02999877929688,6107319,193.13099670410156,360.0799865722656,123.84500122070312,317.4949951171875,51.30999755859375,93.65249633789062,133.7718360900879,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,61.80976632707283,131.83871939760743,133.7718360900879,135.70495278256837,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-19 11:30:00-04:00,135.0399932861328,135.4398956298828,134.75,134.94000244140625,134.94000244140625,5145119,195.11000061035156,355.7699890136719,122.80999755859375,315.0335998535156,51.35667037963867,92.73999786376953,133.74233627319336,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,61.047626916782754,131.90164224471266,133.74233627319336,135.58303030167406,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-19 12:30:00-04:00,134.9499969482422,135.6199951171875,134.64999389648438,135.1699981689453,135.1699981689453,5857647,194.33999633789062,354.07000732421875,121.9800033569336,313.95001220703125,51.404998779296875,92.56009674072266,133.7600860595703,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,62.326116866650636,131.87212010573282,133.7600860595703,135.6480520134078,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-19 13:30:00-04:00,135.14999389648438,135.5,134.98500061035156,135.1649932861328,135.1649932861328,4415510,194.64500427246094,353.35980224609375,122.1500015258789,313.1700134277344,51.47666549682617,92.46499633789062,133.78833541870117,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,62.27821434486847,131.83516285471978,133.78833541870117,135.74150798268255,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-19 14:30:00-04:00,135.1699981689453,135.99000549316406,135.125,135.75039672851562,135.75039672851562,5142766,195.3800048828125,355.5,122.57499694824219,315.6099853515625,51.40333557128906,92.56999969482422,133.84085540771486,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,65.60782876655095,131.74143614622594,133.84085540771486,135.94027466920377,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-19 15:30:00-04:00,135.75,135.8699951171875,135.32000732421875,135.36000061035156,135.36000061035156,5045251,195.0850067138672,355.010009765625,122.01000213623047,315.9599914550781,51.529998779296875,92.11000061035156,133.90635528564454,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,61.696730284890755,131.70562536550156,133.90635528564454,136.1070852057875,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-20 09:30:00-04:00,134.17999267578125,134.79150390625,132.52000427246094,132.61270141601562,132.61270141601562,12416985,194.9080047607422,350.0199890136719,121.69999694824219,309.8900146484375,52.09333419799805,91.9219970703125,133.8369903564453,132.7960659790039,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,42.49726240542184,131.566104976648,133.8369903564453,136.10787573624262,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-20 10:30:00-04:00,132.6136932373047,132.72000122070312,131.88999938964844,132.19500732421875,132.19500732421875,7215109,194.60000610351562,349.8299865722656,120.7699966430664,308.0,52.23330307006836,91.66000366210938,133.77374572753905,132.86656616210936,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,40.43690750375715,131.39641464219474,133.77374572753905,136.15107681288336,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-20 11:30:00-04:00,132.19500732421875,132.47999572753906,131.80999755859375,131.86500549316406,131.86500549316406,4621492,194.6199951171875,348.0,120.45999908447266,306.7099914550781,52.220001220703125,92.21499633789062,133.70250091552734,132.93686614990236,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,38.83496579720515,131.18988541555103,133.70250091552734,136.21511641550364,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-20 12:30:00-04:00,131.86500549316406,131.9499969482422,131.1721954345703,131.34010314941406,131.34010314941406,5242538,194.25999450683594,348.4599914550781,120.05999755859375,306.96990966796875,52.276668548583984,92.41999816894531,133.5812561035156,132.9920703125,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,36.36708535986151,130.86651138951834,133.5812561035156,136.2960008175129,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-20 13:30:00-04:00,131.33999633789062,131.64999389648438,130.4149932861328,130.5449981689453,130.5449981689453,4776054,193.19009399414062,346.0899963378906,119.08999633789062,304.9993896484375,52.306636810302734,91.95999908447266,133.41575622558594,133.03237030029297,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,32.95120155474125,130.40094880279864,133.41575622558594,136.43056364837324,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-20 14:30:00-04:00,130.52499389648438,130.91000366210938,129.3300018310547,129.87950134277344,129.87950134277344,8498628,192.5449981689453,345.8901062011719,118.37000274658203,303.18499755859375,52.35000228881836,92.0,133.23223114013672,133.06496032714844,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,30.37916779798866,129.84818722113795,133.23223114013672,136.6162750591355,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-20 15:30:00-04:00,129.875,130.7899932861328,129.8000030517578,129.97000122070312,129.97000122070312,9043247,193.13999938964844,346.8800048828125,119.18000030517578,302.5199890136719,52.49333190917969,91.9000015258789,133.1372314453125,133.09586029052736,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,31.16602324859313,129.5077762671003,133.1372314453125,136.7666866235247,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-21 09:30:00-04:00,131.33999633789062,131.3699951171875,128.4149932861328,128.42999267578125,128.42999267578125,14695224,192.8699951171875,346.1654052734375,118.74500274658203,297.6813049316406,52.81333541870117,92.02439880371094,132.95223083496094,133.08906005859376,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,25.818562287983738,128.79714211336136,132.95223083496094,137.10731955656053,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
2023-07-21 10:30:00-04:00,128.44000244140625,130.38999938964844,128.42999267578125,130.34500122070312,130.34500122070312,7718067,193.59500122070312,347.1700134277344,120.41000366210938,298.69989013671875,52.77833557128906,92.19999694824219,132.84348068237304,133.09446014404296,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,39.67874278097756,128.5377146420918,132.84348068237304,137.14924672265428,5.12,0.20559007641371974,1.1938709626620136,3.5,574785000000.0,30425000000.0,93805000000.0,325979000000.0,84946000000.0
